EN,NL,type,misc
dowelled,verdeuveld,adj past-p,[constr.] 
downfall,neergang {de},noun,
downfall,ondergang {de},noun,
downhill,bergaf,adv,
downhill,bergafwaarts,adv,
downloadable,downloadbaar,adj,[comp.] 
download,download {de},noun,[Internet] 
down,neer,adv,
down,omlaag,adv,
downpour,stortbui {de},noun,[meteo.] 
downsizing,afbouw {de},noun,
downstairs,beneden,adv,
downstairs,gelijkvloers {het} [BN],noun,[archi.] 
downstream,stroomafwaarts,adv,
downs {pl},heuvelland {het},noun,[geogr.] 
down there,daarbeneden,adv,
downtown [Am.],binnenstad {de},noun,
downturn,neergang {de},noun,
downturn,terugval {de},noun,
downward,neerwaarts,adj adv,
downwards,naar beneden,adv,
downwards,neerwaarts,adv,
down [feathers],dons {het},noun,
dowsing rod,wichelroede {de},noun,
Do you have ... ?,Heb je ... ?,,
Do you have ... ?,Heb jij ... ?,,
Do you have ... ?,Heeft u ... ?,,
Do you know if ... ?,Weet jij of ... ?,,
dozen,dozijn {het},noun,
drab looper [moth],bruin spannertje {het} [Minoa murinata],noun,[entom.] [T] 
draft-free [Am.],tochtvrij,adj,
draft bill,wetsontwerp {het},noun,[pol.] [law] 
draft,concept {het},noun,
draftproof [Am.],winddicht,adj,
draftswoman,tekenares {de},noun,
draft [Am.],diepgang {de},noun,[naut.] 
dragon,draak {de},noun,
dragonfly,libelle {de},noun,[entom.] [T] 
dragonfly,libel {de},noun,[entom.] [T] 
dragoon,dragonder {de},noun,[mil.] 
drain,afvoer {de},noun,
drainage ditch,draineersloot {de},noun,[hydro.] 
drainage pipe,draineerbuis {de},noun,
draining,drooglegging {de},noun,[ecol.] 
Drake Passage,Straat {de} Drake,noun,[geogr.] 
dram <AMD> [Armenian monetary unit],dram {de} <AMD> [Armeense munteenheid],noun,[curr.] 
drama group,theatergroep {de},noun,[theatre] 
dramatic,dramatisch,adj,
dramatist,dramaticus {de},noun,[lit.] [theatre] [jobs] 
dramatist,toneelschrijver {de},noun,[lit.] [theatre] [jobs] 
drastically,ingrijpend,adv,
drastic,ingrijpend,adj,
draught-free [Br.],tochtvrij,adj,
draughtproof [Br.],winddicht,adj,
draughtswoman [Br.],tekenares {de},noun,
draught [Br.],diepgang {de},noun,[naut.] 
draught [Br.],tocht {de},noun,
drawback,nadeel {het},noun,
drawbridge,ophaalbrug {de} [valbrug],noun,
drawer,lade {de},noun,
drawer,la {de},noun,
drawer,schuif {de} [lade],noun,
draw,gelijkspel {het},noun,[sports] 
drawing pin [Br.],punaise {de},noun,
drawings,tekeningen {mv},noun,
drawing,tekening {de},noun,
draw,putten,verb,
dread,bevreesdheid {de},noun,
dreadfully,ontzettend,adv,
dreadful,ontzettend,adj,
dreadful,vreselijk,adj,
dream beach,droomstrand {het},noun,[TrVocab.] [travel] 
dream book,droomboek {het},noun,
dream city,droomstad {de},noun,
dream day,droomdag {de},noun,
dream,droom {de},noun,
dreamed,gedroomd,adj past-p,
dreamer,dromer {de},noun,
dream factory,droomfabriek {de},noun,
dream garden,droomtuin {de},noun,[hort.] 
dream holiday [esp. Br.],droomvakantie {de},noun,[travel] 
dream horse,droompaard {het},noun,
dream house,droomhuis {het},noun,[RealEst.] 
dream job,droombaan {de},noun,[jobs] 
dream job,droomberoep {het},noun,[jobs] 
dreams,dromen {mv},noun,
dreamt,gedroomd,adj past-p,
dream vacation [Am.],droomvakantie {de},noun,[travel] 
dream wedding,droombruiloft {de},noun,
dream wedding,droomhuwelijk {het},noun,
dream woman,droomvrouw {de},noun,
dream world,droomwereld {de},noun,
dreamy,dromerig,adj,
dreary,druilerig,adj,
Dresden,Dresden {het},noun,[geogr.] 
dressed,aangekleed,adj past-p,
dressed in red,in het rood gekleed,adv,
dresses,japonnen {mv},noun,[cloth.] 
dresses,jurken {mv},noun,[cloth.] 
dressing-down,uitbrander {de},noun,
dressing,dressing {de},noun,[gastr.] 
dress,japon {de},noun,[cloth.] 
dress,jurk {de},noun,[cloth.] 
dress,kleed {het} [BN],noun,[cloth.] 
dressmaker [female],naaister {de},noun,
dried,gedroogd,adj past-p,
drill,boormachine {de},noun,
drill,boor {de},noun,
drill,drilboor {de},noun,
drilling for oil,olieboring {de},noun,[mining] 
drilling platform [offshore],booreiland {het},noun,
Drin,Drin {de},noun,[geogr.] 
drinkable,drinkbaar,adj,
drink,borrel {de},noun,
drink,drankje {het},noun,
drink,drank {de},noun,
drinking bottle,drinkfles {de},noun,
drinking game,drinkspel {het},noun,
drinking glass,drinkglas {het},noun,[gastr.] 
drinking milk,drinkmelk {de},noun,[gastr.] [FoodInd.] 
drinking problem,alcoholprobleem {het},noun,
drinking water consumption,drinkwaterverbruik {het},noun,[comm.] [hydro.] 
drinking water,drinkwater {het},noun,
drinking water pipeline,drinkwaterleiding {de},noun,
drinking water production,drinkwaterwinning {de},noun,[ecol.] 
drinks dispenser,drankautomaat {de},noun,
drinks,dranken {mv},noun,
drip (feed),infuus {het},noun,[med.] 
drip brew [Am.],filterkoffie {de},noun,[gastr.] 
drip coffee [Am.],filterkoffie {de},noun,[gastr.] 
dripstone cave,druipsteengrot {de},noun,[geol.] 
drive-in cinema,autobioscoop {de},noun,[film] 
drivel,gebazel {het},noun,
drive,oprit {de} [inrit],noun,
driver's licence [Br.] [Can.],rijbewijs {het},noun,
driver's license [Am.],rijbewijs {het},noun,
driver,bestuurder {de} [voertuig],noun,
driver,chauffeur {de},noun,
driving force,drijfveer {de} [fig.],noun,
driving lesson,autorijles {de},noun,
driving licence [Br.],rijbewijs {het},noun,
driving school,autorijschool {de},noun,
driving test,rijexamen {het},noun,
drizzle,motregen {de},noun,[meteo.] 
drizzly,miezerig,adj,
dromedary (camel),dromedaris {de} [Camelus dromedarius],noun,[T] [zool.] 
drooping saxifrage,knikkende steenbreek {de} [Saxifraga cernua],noun,[bot.] [T] 
drooping star-of-Bethlehem,knikkende vogelmelk {de} [Ornithogalum nutans],noun,[bot.] [T] 
Drop it!,Ga weg!,,
droplet,druppeltje {het},noun,
drop of water,waterdroppel {de},noun,
drop of water,waterdruppel {de},noun,
drop shadow,slagschaduw {de},noun,
drops [of liquid],druppels {mv},noun,
drop [of liquid],druppel {de},noun,
dross,slak {de},noun,
drought,droogte {de},noun,
drought period,droogteperiode {de},noun,
drowsy,slaperig,adj,
drowsy,soezerig,adj,
drowsy,suf,adj,
drug abuse,drugmisbruik {het},noun,[drugs] 
drug abuse,drugsmisbruik {het},noun,[drugs] 
drug dealer,drugshandelaar {de},noun,[drugs] 
drug development,geneesmiddelenontwikkeling {de},noun,[pharm.] [econ.] [acad.] 
drug fumitory,gewone duivenkervel {de} [Fumaria officinalis],noun,[bot.] [T] 
drug,geneesmiddel {het},noun,[pharm.] 
drug industry,farma-industrie {de},noun,[pharm.] [ind.] 
drug policy,drugsbeleid {het},noun,[drugs] [pol.] 
drug problem,drugsprobleem {het},noun,[drugs] 
drug problems,drugsproblemen {mv},noun,[drugs] 
drug pusher,drugshandelaar {de},noun,[drugs] 
drug scene,drugscene {de},noun,[drugs] 
drug smuggling,drugsmokkel {de},noun,[drugs] 
drug smuggling,drugssmokkel {de},noun,[drugs] 
drugs problem,drugsprobleem {het},noun,[drugs] 
drugstore [Am.],apotheek {de},noun,[pharm.] [comm.] 
drugstore [Am.],drogisterij {de},noun,
drugs trafficker,drugshandelaar {de},noun,[drugs] 
drug tourism,drugstoerisme {het},noun,[drugs] [travel] 
drug trafficker,drugshandelaar {de},noun,[drugs] 
drug trafficking,drugsmokkel {de},noun,[drugs] 
drug war,drugsoorlog {de},noun,[drugs] 
Druid,druïde {de},noun,
drum brake,trommelrem {de},noun,[tech.] 
drummer,slagwerker {de},noun,[mus.] 
drummer,trommelslager {de},noun,[mus.] 
drumstick,trommelstok {de},noun,[mus.] 
drums,trommels {mv},noun,[mus.] 
drum,trommel {de},noun,[mus.] 
drunkard,dronkaard {de},noun,
drunk as a skunk [coll.] [idiom],straalbezopen [omg.],adj,
drunk,bezopen [omg.],adj past-p,
drunk,dronken,adj,
drunkenness,dronkenschap {de},noun,
drunk out of their wits [coll.],straalbezopen [omg.],adj,
drunk,zat,adj,
dryad [butterfly],blauwoogvlinder {de} [Minois dryas],noun,[entom.] [T] 
dry dock,droogdok {het},noun,[naut.] 
dry,droog,adj,
dry forest,droogbos {het},noun,[for.] [ecol.] 
Dubai [United Arab Emirates],Doebai {het} [Verenigde Arabische Emiraten],noun,[geogr.] 
dubious,bedenkelijk,adj,
dubiously,bedenkelijk,adv,
dubious,twijfelachtig,adj,
Dublin,Dublin {het},noun,[geogr.] 
dubnium <Db>,dubnium {het} <Db>,noun,[chem.] 
dubnium atom,dubniumatoom {het},noun,[chem.] 
duchess,hertogin {de},noun,
duckbill eels,toveralen {mv} [familie Nettastomatidae],noun,[fish] [T] 
duck,eend {de},noun,[orn.] [T] 
duckling,eendje {het},noun,[orn.] 
duck pond,eendenvijver {de},noun,
ducks,eenden {mv},noun,[orn.] [T] 
duck species,eendensoort {de},noun,[orn.] 
duct,buis {de},noun,
ductile,rekbaar,adj,
due to sth.,vanwege iets,,
due to,te wijten aan,,
due to,vanwege,prep,
due to,wegens,prep,
duffer [coll.],stuntel {de},noun,
dugout,korjaal {de} [SN],noun,
Duisburg,Duisburg {het},noun,[geogr.] 
duke,hertog {de},noun,
dukes,hertogen {mv},noun,
dull,dof,adj,
dull,mat,adj,
dull,soezerig,adj,
dull,stom,adj,
dull [boring],saai,adj,
dumb [coll.] [stupid],dom,adj,
dumb [coll.] [stupid],suf,adj,
dumb [unable to speak],stom,adj,
dummy [Br.],fopspeen {de},noun,
dummy [Br.],speen {de} [fopspeen],noun,
dumpling,knoedel {de},noun,[gastr.] 
dun-bar (moth),hyena {de} [Cosmia trapezina] [nachtvlindersoort],noun,[entom.] [T] 
Dune and Bulb Region [region in the Western Netherlands that features coastal dunes and the cultivation of flower bulbs],Duin- en Bollenstreek {de},noun,[geogr.] 
dune area,duingebied {het},noun,[geogr.] 
dune,duin {de} {het},noun,
dune landscape,duinlandschap {het},noun,
dune plant,duinplant {de},noun,[bot.] 
dungeon,kerker {de},noun,
dunlin,bonte strandloper {de} [Calidris alpina],noun,[orn.] [T] 
dunnock,heggenmus {de} [Prunella modularis],noun,[orn.] [T] 
duodenum,twaalfvingerige darm {de},noun,[anat.] 
duo,duo {het},noun,
duped,gedupeerd,adj past-p,
duplicate,duplicaat {het},noun,
durable,duurzaam,adj,
duration,duur {de},noun,
duration of exposure,belichtingstijd {de},noun,[photo.] 
duration of sleep,slaapduur {de},noun,
duration of surgery,operatieduur {de},noun,[med.] 
during,bij [tijdens],prep,
during,gedurende,prep,
during the day,overdag,adv,
during,tijdens,prep,
Dushanbe,Doesjanbe {het},noun,[geogr.] 
dusk,avondschemering {de},noun,
dusk,schemeravond {de},noun,
dusk,schemer {de},noun,
dusky-backed jacamar,zwartrugglansvogel {de} [Brachygalba salmoni],noun,[T] [orn.] 
dusky dolphin,bonte dolfijn {de} [Lagenorhynchus obscurus],noun,[zool.] [T] 
dusky dolphin,donkergestreepte dolfijn {de} [Lagenorhynchus obscurus],noun,[zool.] [T] 
dusky grasswren,bruine grassluiper {de} [Amytornis purnelli],noun,[T] [orn.] 
dusky lark,lijsterleeuwerik {de} [Pinarocorys nigricans],noun,[T] [orn.] 
dusky meadow brown [butterfly],grauw zandoogje {het} [Hyponephele lycaon] [dagvlinder],noun,[entom.] [T] 
dusky smooth-hound,donkere toonhaai {de} [Mustelus canis],noun,[T] [fish] 
dusky woodcock,Indische houtsnip {de} [Scolopax saturata],noun,[orn.] [T] 
dustbin [Br.],prullenmand {de},noun,
dustbin [Br.],vuilbak {de} [BN] [omg.],noun,
dustbin [Br.],vuilnisbak {de},noun,
duster,stofdoek {de},noun,
dust,stof {het},noun,
dusty,stoffig,adj,
Dutch-language [attr.],Nederlandstalig,adj,
Dutch Cape Colony,Nederlandse Kaapkolonie {de} [officieel: Tussenstation Kaap de Goede Hoop],noun,[hist.] 
Dutch East India Company,Vereenigde Oost-Indische Compagnie {de},noun,[comm.] [hist.] [naut.] 
Dutch elm disease,iepziekte {de},noun,[bot.] [ecol.] 
Dutch,Hollands,adj,
Dutch Language Union,Nederlandse Taalunie {de} <NTU>,noun,[ling.] 
Dutchman,Hollander {de},noun,[ethn.] 
Dutchman,kaaskop {de} [pej.],noun,
Dutch,Nederlands,adj,
Dutch,Nederlands {het},noun,[ling.] 
Dutch Railways,Nederlandse Spoorwegen {mv} <NS>,noun,[rail] 
Dutchwoman,Hollandse {de},noun,[ethn.] 
duties,plichten {mv},noun,
duty,plicht {de},noun,
duty,taak {de},noun,
DVD player,dvd-speler {de},noun,[audio] [electr.] 
dwarf armadillo,dwerggordeldier {het} [Zaedyus pichiy],noun,[zool.] [T] 
dwarf armadillo,pichi {de} [Zaedyus pichiy] [dwerggordeldier],noun,[zool.] [T] 
dwarf cassowary,dwergkasuaris {de} [Casuarius bennetti],noun,[orn.] [T] 
dwarf cream wave [geometer moth],dwergstipspanner {de} [Idaea fuscovenosa],noun,[entom.] [T] 
dwarf crocodile,breedvoorhoofdkrokodil {de} [Osteolaemus tetraspis],noun,[T] [zool.] 
dwarf,dwerg {de},noun,
dwarf fin whale,omurawalvis {de} [Balaenoptera omurai],noun,[T] [zool.] 
dwarf galaxy,dwergsterrenstelsel {het},noun,[astron.] 
dwarf koel,baardkoekoek {de} [Microdynamis parva],noun,[orn.] [T] 
dwarf lanternshark,dwerglantaarnhaai {de} [Etmopterus perryi],noun,[fish] [T] 
dwarf periwinkle,kleine maagdenpalm {de} [Vinca minor],noun,[bot.] [T] 
dwarf planet,dwergplaneet {de},noun,[astron.] 
dwarf sperm whale,"kleinste potvis {de} [Kogia sima, syn.: Kogia simus]",noun,[zool.] [T] 
dwarf spurge,kleine wolfsmelk {de} [Euphorbia exigua],noun,[bot.] [T] 
dwarf star,dwergster {de},noun,[astron.] 
dwarf stars,dwergsterren {mv},noun,[astron.] 
dyed,gekleurd,adj past-p,
dye,kleurstof {de},noun,
dyer's rocket,wouw {de} [Reseda luteola],noun,[bot.] [T] 
dyer's weed [dyer's rocket],wouw {de} [Reseda luteola],noun,[bot.] [T] 
dye,verf {de},noun,
dyke,dijk {de},noun,
dynamics,dynamica {de},noun,
dynamite,dynamiet {het},noun,
dynamo,dynamo {de},noun,[tech.] 
dynastic,dynastiek,adj,
dynasty,dynastie {de},noun,
dyscalculia,dyscalculie {de},noun,[med.] [psych.] 
dysentery,dysenterie {de},noun,[med.] 
dysfunctional family,probleemgezin {het},noun,[sociol.] 
dyslexia,dyslexie {de},noun,[med.] 
dyslexia,legasthenie {de},noun,[med.] 
dyspepsia,dyspepsie {de},noun,[med.] 
dyspepsy,dyspepsie {de},noun,[med.] 
dyspnea [Am.],benauwdheid {de} [dyspneu],noun,[med.] 
dyspnea [Am.],dyspneu {de},noun,[med.] 
dyspnoea [Br.],benauwdheid {de} [dyspneu],noun,[med.] 
dyspnoea [Br.],dyspneu {de},noun,[med.] 
dyspraxia,dyspraxie {de},noun,[med.] 
dysprosium <Dy>,dysprosium {het} <Dy>,noun,[chem.] 
Dzongkha,Dzongkha {het},noun,[ling.] 
Düsseldorf,Düsseldorf {het},noun,[geogr.] 
e-card,e-card {de},noun,[Internet] 
e-cards,e-cards {mv},noun,[Internet] 
e-crime,internetcriminaliteit {de},noun,[Internet] 
e-zine,e-zine {het},noun,[Internet] 
e-zines,e-zines {mv},noun,[Internet] 
each,elk,adj pron,
each,elke,adj pron,
each,elkeen,adj pron,
each,ieder,pron,
each other,elkaar,pron,
each other,elkander,pron,
each other,mekaar [omg.],pron,
eager,ongeduldig,adj,
eagle,adelaar {de},noun,[orn.] [T] 
eagle,arend {de},noun,[orn.] [T] 
eared grebe [Am.],geoorde fuut {de} [Podiceps nigricollis],noun,[orn.] [T] 
earl,graaf {de},noun,
earlier,eerder,adj adv,
earlobe,oorlel {de},noun,[anat.] 
early-nesting bumblebee,weidehommel {de} [Bombus pratorum],noun,[entom.] [T] 
early,bijtijds,adv,
early bumblebee,weidehommel {de} [Bombus pratorum],noun,[entom.] [T] 
early days,begindagen {mv},noun,
early in the morning,vroeg in de morgen,adv,
early stage,aanvangsfase {de},noun,
early,vroeg,adj adv,
early years,beginjaren {mv},noun,
earnestly,ernstig,adv,
earnestly,serieus,adv,
earnestly,vol ernst,adv,
ear,oor {het},noun,[anat.] 
earring,oorbel {de},noun,
earring,oorring {de},noun,
earrings,oorbellen {mv},noun,
ears,oren {mv},noun,[anat.] 
ear stud,oorknopje {het},noun,
earth,aardbol {de},noun,
earth,aarde {de},noun,
earthly,aards,adj,
Earthly Possessions [Anne Tyler],Aardse bezittingen,,[F] [lit.] 
earthnut pea,aardaker {de} [Lathyrus tuberosus],noun,[bot.] [T] 
earthquake,aardbeving {de},noun,
earthquake zone,aardbevingsgebied {het},noun,[geol.] 
earth sciences,aardwetenschappen {mv},noun,[acad.] 
earth sciences,geowetenschappen {mv},noun,[acad.] 
earthworm,aardworm {de},noun,[zool.] [T] 
earthworm,pier {de},noun,[zool.] [T] 
earthworm,regenworm {de},noun,[zool.] [T] 
earthworms,aardwormen {mv},noun,[zool.] [T] 
earwax,oorsmeer {het} {de},noun,
earwig,oorworm {de},noun,[entom.] [T] 
ease,gemakkelijkheid {de},noun,
ease,gemak {het},noun,
easel,ezel {de} [schilderkunst],noun,
easily,gemakkelijk,adv,
easily,makkelijk,adv,
easiness,gemak {het},noun,
"East, west, home's best.","Oost west, thuis best.",,[proverb] 
East African long-eared elephant-shrew,rosse olifantspitsmuis {de} [Elephantulus rufescens],noun,[zool.] [T] 
East Africa,Oost-Afrika {het},noun,[geogr.] 
East Asia,Oost-Azië {het},noun,[geogr.] 
"East Caribbean dollar <XCD, EC$>","Oost-Caribische dollar {de} <XCD, EC$>",noun,[curr.] 
East China Sea,Oost-Chinese Zee {de},noun,[geogr.] 
east coast,oostkust {de},noun,
Easter bunny,paashaas {de},noun,
Easter egg,paasei {het},noun,
Easter Island,Paaseiland {het},noun,[geogr.] 
Eastern bloc,Oostblok {het},noun,[hist.] 
eastern border,oostgrens {de},noun,
eastern brook trout,bronforel {de} [Salvelinus fontinalis],noun,[T] [fish] 
eastern coral snake,harlekijnkoraalslang {de} [Micrurus fulvius],noun,[zool.] [T] 
eastern green mamba,smalkopmamba {de} [Dendroaspis angusticeps],noun,[zool.] [T] 
eastern hemisphere,oostelijk halfrond {het},noun,[geogr.] 
easternmost,oostelijkste,adj,
eastern,oostelijk,adj,
Eastern Pomerania,Achter-Pommern {het},noun,[geogr.] 
Eastern Pomerania,Achterpommeren {het} [spv.],noun,[geogr.] 
Eastern Roman Empire,Oost-Romeinse Rijk {het},noun,[hist.] 
eastern towhee,roodflanktowie {de} [Pipilo erythrophthalmus],noun,[orn.] [T] 
eastern white pelican,roze pelikaan {de} [Pelecanus onocrotalus],noun,[orn.] [T] 
Easter,paasfeest {het},noun,[relig.] 
Easter,Pasen {de},noun,[relig.] 
East Jerusalem,Oost-Jeruzalem {het},noun,[geogr.] 
east,oosten {het},noun,
East Prussia,Oost-Pruisen {het},noun,[geogr.] [hist.] 
East Siberian Sea,Oost-Siberische Zee {de},noun,[geogr.] 
eastwards,oostwaarts,adv,
easy-going,gemoedelijk,adj,
easy-peasy [Br.] [coll.],kinderlijk eenvoudig,adj,
easy,gemakkelijk,adj,
easygoing,gemoedelijk,adj,
easy,makkelijk,adj,
easy,simpel,adj,
easy [simple],eenvoudig,adj,
eaten,gegeten,adj past-p,
eating disorder,eetstoornis {de},noun,[med.] [psych.] 
eating,eten {het},noun,
eating habit,eetgewoonte {de},noun,
eau de cologne,eau de cologne {de},noun,
Ebola virus,ebolavirus {het},noun,[biol.] [med.] 
