RU,EN,type,misc
Снежная королева [Ганс Христиан Андерсен],The Snow Queen [Hans Christian Andersen],,[F] [lit.] 
Собака Баскервилей [Артур Конан Дойль / Дойл],The Hound of the Baskervilles [Arthur Conan Doyle],,[F] [lit.] 
Согласен?,Agreed?,,
Содом и Гоморра,Sodom and Gomorrah,noun,[bibl.] 
Содружество {с} Независимых Государств <СНГ>,Commonwealth of Independent States <CIS>,noun,[pol.] 
Соединённое Королевство {с} Великобритании и Северной Ирландии,United Kingdom of Great Britain and Northern Ireland <UK>,noun,[geogr.] [pol.] 
Соединённые Штаты {мн} [разг.],United States,noun,[geogr.] 
Соединённые Штаты {мн} Америки <США>,United States of America <USA> <.us>,noun,[geogr.] 
Сократ {м},Socrates,noun,[hist.] [philos.] 
Солнце {с} [звезда в центре Солнечной системы],the Sun <☉> [the star at the center of the Solar System],noun,[astron.] 
Соловей [Ганс Христиан Андерсен],The Nightingale [Hans Christian Andersen],,[lit.] 
Соломон {м},Solomon,noun,[bibl.] 
Солт-Лейк-Сити {м} [нескл.],Salt Lake City <SLC>,noun,[geogr.] 
Сомали {с} [нескл.],Somalia <.so>,noun,[geogr.] 
Со мной всё в порядке.,I am OK.,,
София {ж},Sofia,noun,[geogr.] 
Софокл {м},Sophocles,noun,[hist.] [lit.] [theatre] 
Союз {м} Советских Социалистических Республик <СССР>,Union of Soviet Socialist Republics <USSR>,noun,[hist.] 
Спарта {ж},Sparta,noun,[hist.] 
Спокойной ночи!,Good night!,,
"Спрашивается, ...",I wonder ...,,
Средиземное море {с},Mediterranean Sea,noun,[geogr.] 
Стамбул {м},Istanbul,noun,[geogr.] 
Стейно {ж},Stheno,noun,[myth.] 
Стено {ж},Stheno,noun,[myth.] 
Стеропа {ж},Sterope,noun,[myth.] 
Стоик [Теодор Драйзер],The Stoic [Theodore Dreiser],,[lit.] 
Стокгольм {м},Stockholm,noun,[geogr.] 
Стоп!,Stop!,,
"Сто пудово, так точно! [разг.]",Word up! [sl.],,
Страсбург {м},Strasbourg,noun,[geogr.] 
Страстная неделя {ж},Holy Week,noun,[relig.] 
Страстная пятница {ж},Good Friday,noun,[relig.] 
Стрелец {м} [созвездие и знак зодиака],Sagittarius,noun,[astron.] 
Стыд-то какой!,Shame on you!,,[idiom] 
Стыд [Ингмар Бергман],Shame [Ingmar Bergman],,[F] [film] 
"С уважением,... [в конце письма]","Regards, ...",,
Судный день {м},Judgment Day,noun,[relig.] 
Суонси {м} [нескл.],Swansea,noun,[geogr.] 
Супервторник {м},Super Tuesday [Am.],noun,[pol.] 
Суринам {м},Suriname,noun,[geogr.] 
Суровое испытание [Артур Миллер],The Crucible [Arthur Miller],noun,[F] [lit.] [theatre] 
Сфейно {ж},Stheno,noun,[myth.] 
Сфенел {м},Sthenelus,noun,[myth.] 
Сфено {ж},Stheno,noun,[myth.] 
Сцены из супружеской жизни [Ингмар Бергман],Scenes from a Marriage [Ingmar Bergman],,[F] [film] 
Съебись! [груб.] [неценз.],Get the fuck out of here! [vulg.],,[offensive] 
Тавмант {м},Thaumas,noun,[myth.] 
Таджикистан {м},Tajikistan <.tj>,noun,[geogr.] 
Тайвань {м},Taiwan <.tw>,noun,[geogr.] 
Тайланд {м},Thailand <.th>,noun,[geogr.] 
Так говорил Заратустра [Фридрих Ницше],Thus Spoke Zarathustra [Friedrich Nietzsche],,[F] [lit.] [philos.] 
Таласса {ж},Thalassa,noun,[astron.] [myth.] 
Таллин {м},Tallinn,noun,[geogr.] 
Талфибий {м},Talthybius,noun,[myth.] 
"Там, где в дымке холмы [Кадзуо Исигуро]",A Pale View of Hills [Kazuo Ishiguro],,[F] [lit.] 
Танатос {м},Thanatos,noun,[myth.] 
Танзания {ж},Tanzania <.tz>,noun,[geogr.] 
Тантал {м},Tantalus,noun,[myth.] 
Тартар {м},Tartarus,noun,[myth.] 
Тартария {ж},Tartary,noun,[geogr.] [hist.] 
Тасмания {ж},Tasmania,noun,[geogr.] 
Тасманово море {с},Tasman Sea,noun,[geogr.] 
Татарстан {м},Tatarstan,noun,[geogr.] 
Ташкент {м},Tashkent,noun,[geogr.] 
Тбилиси {м},Tbilisi,noun,[geogr.] 
Тверь {ж},Tver,noun,[geogr.] 
Тебе пиздец! [груб.] [неценз.],You're fucked! [vulg.],,[offensive] 
Тевтобургский лес {м},Teutoburg Forest,noun,[geogr.] 
Тевфрант {м},Teuthras,noun,[myth.] 
Тегеран {м},Teheran [spv.],noun,[geogr.] 
Тегеран {м},Tehran,noun,[geogr.] 
Тезей {м},Theseus,noun,[myth.] 
Тейя {ж},Theia,noun,[astron.] [myth.] 
Текмесса {ж},Tecmessa,noun,[myth.] 
Теламон {м},Telamon,noun,[myth.] 
Телемак {м},Telemachus,noun,[myth.] 
Телемах {м},Telemachus,noun,[myth.] 
Телеф {м},Telephus,noun,[myth.] 
Телефос {м},Telephus,noun,[myth.] 
Телец {м} [созвездие и знак зодиака],Taurus,noun,[astron.] 
Тель-Авив {м},Tel Aviv,noun,[geogr.] 
Темза {ж},Thames,noun,[geogr.] 
Теперь понятно!,I have got it! [coll.],,
Терсандр {м},Thersander,noun,[myth.] 
Тесей {м},Theseus,noun,[myth.] 
Тефида {ж},Tethys,noun,[astron.] [myth.] 
Тефия {ж},Tethys,noun,[astron.] [myth.] 
Техас {м} [штат США],Texas <TX> [Lone Star State],noun,[geogr.] 
Тибр {м},Tiber,noun,[geogr.] 
Тиест {м},Thyestes,noun,[myth.] 
Тиморское море {с},Timor Sea,noun,[geogr.] 
Тирана {ж},Tirana,noun,[geogr.] 
Тиресий {м},Tiresias,noun,[myth.] 
Тиро {ж},Tyro,noun,[myth.] 
Тирренское море {с},Tyrrhenian Sea,noun,[geogr.] 
Титан [Теодор Драйзер],The Titan [Theodore Dreiser],,[lit.] 
Титон {м},Tithonus,noun,[myth.] 
Тифон {м},Typhon,noun,[myth.] 
Тихий океан {м},Pacific Ocean,noun,[geogr.] 
"Тише едешь, дальше будешь.","More haste, less speed.",,[proverb] 
"Того, кто опоздает, накажет жизнь. [Михаил Горбачёв]",Life punishes those who delay. [Mikhail Gorbachev],,[quote] 
Токио {м} [нескл.],Tokyo,noun,[geogr.] 
Томск {м},Tomsk,noun,[geogr.] 
Тонкая работа [Сара Уотерс],Fingersmith [Sarah Waters],,[F] [lit.] 
Торонто {м} [нескл.],Toronto,noun,[geogr.] 
Тоскана {ж},Tuscany,noun,[geogr.] 
"Трамвай «Желание» [Теннесси Уильямс, фильм: Элиа Казан]","A Streetcar Named Desire [Tennessee Williams, film: Elia Kazan]",,[F] [theatre] [film] 
Триполи {м} [нескл.] [столица Ливии],Tripoli [Libya],noun,[geogr.] 
Триптолем {м},Triptolemus,noun,[myth.] 
Трой {м},Tros,noun,[myth.] 
Тропик Козерога [Генри Миллер],Tropic of Capricorn [Henry Miller],,[lit.] 
Тропик Рака [Генри Миллер],Tropic of Cancer [Henry Miller],,[lit.] 
Трос {м},Tros,noun,[myth.] 
Троя {ж},Troy,noun,[hist.] 
Тулуза {ж},Toulouse,noun,[geogr.] 
Тунис {м} [город],Tunis,noun,[geogr.] 
Тунис {м} [государство],Tunisia <.tn>,noun,[geogr.] 
Туркменистан {м},Turkmenistan <.tm>,noun,[geogr.] 
Турку {м} [нескл.],Turku,noun,[geogr.] 
Турция {ж},Turkey,noun,[geogr.] 
Тутанхамон {м},Tutankhamun,noun,[hist.] 
"Ты, наверно, с ума сошёл.",You must be out of your mind.,,
Ты наверно свихнулся.,You must be out of your mind.,,
Ты победил! [разг.],You win! [coll.],,
Ты шутишь?,Are you kidding?,,
Тюрингенский лес {м},Thuringian Forest,noun,[geogr.] 
Тюрингия {ж},Thuringia,noun,[geogr.] 
Тяжёлые времена [Чарльз Диккенс],Hard Times - For These Times [Charles Dickens],,[F] [lit.] 
Тянь-Шань {м},Tian Shan [also: Tien Shan],noun,[geogr.] 
Убийство в доме викария [Агата Кристи],The Murder at the Vicarage [Agatha Christie],,[F] [lit.] 
Убийство на поле для гольфа [Агата Кристи],The Murder on the Links [Agatha Christie],,[F] [lit.] 
"Убить пересмешника [роман: Харпер Ли, фильм: Роберт Маллиган]","To Kill a Mockingbird [novel: Harper Lee, film: Robert Mulligan]",,[F] [lit.] [film] 
Уганда {ж},Uganda <.ug>,noun,[geogr.] 
Угощайтесь!,Please help yourself!,,
Угу́. [разг.],Yeah. [coll.],,
Ужгород {м},Uzhhorod,noun,[geogr.] 
Узбекистан {м},Uzbekistan <.uz>,noun,[geogr.] 
Уильям Шекспир {м},William Shakespeare,noun,[lit.] [name] [theatre] 
Уир {м} [река в Великобритании],Wear,noun,[geogr.] 
Украина {ж},Ukraine <.ua>,noun,[geogr.] 
Улан-Удэ {м} [нескл.],Ulan-Ude,noun,[geogr.] 
Умбрия {ж},Umbria,noun,[geogr.] 
У меня кончился кофе.,I've run out of coffee. [coll.],,
У него все хорошо.,He is doing well.,,
У него вышли все деньги.,He has spent all his money.,,
У него душа нараспашку. [разг.] [перен.],He wears his heart on his sleeve. [fig.],verb,
Унесённые ветром,"Gone with the Wind [novel: Margaret Mitchell, film: Victor Fleming]",,[F] [film] 
Урал {м},Ural Mountains {pl},noun,[geogr.] 
Уран {м},Uranus,noun,[myth.] 
Урок любви [Ингмар Бергман],A Lesson in Love [Ingmar Bergman],,[F] [film] 
Уругвай {м},Uruguay,noun,[geogr.] 
У семи нянек дитя без глазу.,Too many cooks spoil the broth.,,[proverb] 
Успех не падает с неба.,Success is no accident.,,[idiom] 
Успех не приходит случайно.,Success is no accident.,,[idiom] 
У стен есть уши.,Walls have ears.,,[proverb] 
Утро вечера мудренее.,Sleep over it.,,[proverb] 
Ухань {м} [устр. тж. {ж}],Wuhan,noun,[geogr.] 
Уэллингтон {м},Wellington,noun,[geogr.] 
Уэльс {м},Wales,noun,[geogr.] 
Фаон {м},Phaon,noun,[myth.] 
Фарерские острова {мн},Faeroe Islands,noun,[geogr.] 
Феба {ж},Phoebe,noun,[astron.] [myth.] 
Федеральное бюро {с} расследований <ФБР> [нескл.],Federal Bureau of Investigation <FBI>,noun,
Федра {ж},Phaedra,noun,[lit.] [myth.] 
Фемида {ж},Themis,noun,[myth.] 
Фенноскандия {ж},Fennoscandia,noun,[geol.] 
Феспий {м},Thespius,noun,[myth.] 
Фессалия {ж},Thessalia,noun,[geogr.] 
Фетида {ж},Thetis,noun,[myth.] 
Фидий {м},Phidias,noun,[art] [hist.] 
Фиест {м},Thyestes,noun,[myth.] 
Физикализм {м},physicalism,noun,[philos.] 
Филаммон {м},Philammon,noun,[myth.] 
Филиппинское море {с},Philippine Sea,noun,[geogr.] 
Финансист [Теодор Драйзер],The Financier [Theodore Dreiser],,[lit.] 
Финикия {ж},Phoenicia,noun,[geogr.] [hist.] 
Финикс {м},"Phoenix [capital city of Arizona, USA]",noun,[geogr.] 
Финляндия {ж},Finland,noun,[geogr.] 
Фландрия {ж},Flanders,noun,[geogr.] 
Флора {ж},Flora,noun,[myth.] 
Флоренция {ж},Florence,noun,[geogr.] 
Флоридский пролив {м},Straits {pl} of Florida [usually treated as sg.],noun,[geogr.] 
Фоант {м},Thoas,noun,[myth.] 
Фолклендские острова {мн},Falkland Islands,noun,[geogr.] 
Фомальгаут {м},Fomalhaut,noun,[astron.] 
Форбант {м},Phorbas,noun,[myth.] 
Форк {м},Phorcys,noun,[myth.] 
Форкий {м},Phorcys,noun,[myth.] 
Форкис {м},Phorcys,noun,[myth.] 
Форт-Уэрт {м},Fort Worth,noun,[geogr.] 
Фортуна {ж},Fortuna,noun,[myth.] [relig.] 
Франконская Швейцария {ж},Franconian Switzerland,noun,[geogr.] 
Франконский лес {м},Franconian Forest [Frankenwald],noun,[geogr.] 
Франкфурт {м},Frankfurt,noun,[geogr.] 
Франция {ж},France,noun,[geogr.] 
Французская Гвиана {ж},French Guiana,noun,[geogr.] 
Фригия {ж},Phrygia,noun,[geogr.] [hist.] 
Фримонт {м},Fremont,noun,[geogr.] 
Фрисландия {ж},Frisia,noun,[geogr.] 
Фуэртевентура {ж},Fuerteventura,noun,[geogr.] 
Хабаровск {м},Khabarovsk,noun,[geogr.] 
Ханаан {м},Canaan,noun,[geogr.] [hist.] 
Хаос {м},Chaos,noun,[myth.] 
Харибда {ж},Charybdis,noun,[myth.] 
Харон {м},Charon,noun,[myth.] 
Хатшепсут {ж} [женщина-фараон из XVIII династии],Hatshepsut [also: Hatchepsut] [female pharaoh of the 18th dynasty],noun,[hist.] 
Хаюшки! [разг.],Hiya! [coll.],,
Хельсинки {м},Helsinki,noun,[geogr.] 
Хикори Дикори Док [Агата Кристи],Hickory Dickory Dock [Agatha Christie],,[F] [lit.] 
Химера {ж},Chimaera [esp. Br.],noun,[myth.] 
Химера {ж},Chimera [Am.],noun,[myth.] 
Хиона {ж},Chione,noun,[myth.] 
Хлорида {ж},Chloris,noun,[myth.] 
Хобарт {м},Hobart,noun,[geogr.] 
Хорасан {м},Khorasan,noun,[geogr.] [hist.] 
Хорватия {ж},Croatia,noun,[geogr.] 
Хороших выходных!,Have a good weekend!,,
Хочешь ... ?,Would you like to ... ?,,
Храм на рассвете [Юкио Мисима],The Temple of Dawn [Yukio Mishima],,[F] [lit.] 
Хрисаор {м},Chrysaor,noun,[myth.] 
Христианизм {м},Christianism,noun,[pol.] [relig.] 
Христово воскресенье {с},Easter Sunday,noun,[relig.] 
